"Close","pc_1","pc_2","prediction(Close)"
4070.0,-0.22429843888076684,0.2011950398032733,4110.412134502872
4300.0,-0.29278817187713957,0.07812537961100016,4163.449625467476
4250.0,-0.55123667315482,0.4340526859975423,4249.172815298755
4370.0,-0.5483045865131849,-0.07682811986524672,4318.821236275016
4570.0,-0.7809137900670335,0.061733319580803636,4421.635989195558
4750.0,-1.0440353499459167,-0.46910150951029983,4633.183832730376
4520.0,-1.0701437779895182,-0.4416593823721767,4643.158014570951
4460.0,-0.8918049637830407,0.09960601952192083,4474.639549204882
4300.0,-0.5929159254265206,-0.26545090261595194,4368.2825284568435
4200.0,-0.44450616897975886,-0.03957060590157248,4259.267732611886
4230.0,-0.41005921901631964,0.30634288881648514,4193.0242338711205
4350.0,-0.5417954157958829,0.3506132608547233,4255.901915022144
4340.0,-0.5198528471598824,0.006442507392317637,4292.3597617111855
4030.0,0.22283907805820402,-1.9121835416891304,4166.037317394997
4260.0,0.1874002354519086,-1.9217625231825621,4185.756936477918
4220.0,-0.32103876394291603,-0.21946610781964035,4219.550211648071
4460.0,-0.3572889596198361,-0.8926216328110327,4330.935142102091
4590.0,-0.7882865040821819,-1.0522636900648359,4578.36054602492
4540.0,-0.9272498512237983,-0.1711815897952178,4530.762454202314
4450.0,-0.9379942474715078,0.2261970928179718,4481.327010851865
4450.0,-0.7601990130775572,0.2458826267687966,4385.145545741637
4530.0,-0.9472875083242028,0.18967812295122588,4491.295900328105
4530.0,-0.9948127026683348,0.08342922752253931,4531.055997917722
4430.0,-0.8401036672781981,0.09504861474693743,4448.101595796272
4330.0,-0.6417889131907757,-0.08128861513338488,4368.452113241377
4190.0,-0.23804258437314338,-0.3894372386498527,4199.611056114583
4170.0,-0.029875614473837936,-0.9837101291751474,4172.350148073781
4080.0,-0.033901978033773955,-0.9684781292490713,4172.374701020848
3770.0,1.0639647736285884,-3.6308397389872713,3956.0462272557197
3720.0,0.8895543731177673,-1.2843881770223204,3734.0300861559344
3900.0,0.8831298951445654,-1.7601293879252795,3802.172771541496
4250.0,0.7650354219200095,-3.33780962904397,4072.6551303503443
4240.0,-0.12616105682925152,-0.8111015954780052,4199.047602176905
4030.0,1.0728944768172521,-2.3096190670936987,3777.4740614667403
4040.0,0.06322767460607226,-0.3354796112410109,4034.67856313468
4260.0,-0.17840387826431675,-1.470714768126037,4315.832274789703
4390.0,-0.30252544633627493,-0.6227115777757224,4265.4062244644565
4550.0,-0.27305993196872924,-2.161076937145447,4457.558128050233
4280.0,0.015181567693604126,-1.9624701474486115,4280.844454889764
4100.0,-0.0922365960772892,-0.9864861575107056,4205.272356698689
4040.0,-0.10087895962500679,-0.09744627036783104,4087.450560271487
3990.0,0.045383069414188446,-0.029959742631123464,4001.5455688478137
4010.0,0.1592833048923928,-0.36419814802808015,3988.4618194159357
4150.0,0.23419346718638498,-1.312814357479792,4079.414164288534
4170.0,0.15107185443714272,-1.6894050256395559,4173.5286432625435
4200.0,-0.06880726901281928,-0.8130138428945348,4169.36272501118
4190.0,-0.29516734047880355,-0.15037232837446746,4196.444283620884
4140.0,-0.2834294762038836,-0.004182580428787067,4170.006097234196
4180.0,-0.08035368465439313,-0.46024138747616933,4126.94718502575
4200.0,-0.2114492242439981,-0.4181957639102917,4189.671214464244
4210.0,-0.36184505243390935,0.005642222192208141,4209.695704520184
4180.0,-0.30022124187307925,-0.10743028255935183,4193.135287313152
4160.0,-0.2938577523743682,0.08271958763507589,4163.369609375871
4120.0,-0.14388310346862337,-0.3161315868741623,4140.2562351233155
4100.0,-0.27611604107710663,0.515457842768216,4093.4794848413235
